Location,Soil_Type,Fertility_Index,Land_Use_Type,Average_Rainfall(mm),Temperature(°C),Crop_Suitability,Season,Satellite_Observation_Date,Remarks,Crop_Name,Price
2,3,42,3,235,22,2,3,2024-01-26,Low potential,Rice,60
7,3,0,3,101,136,1,2,2024-01-12,Low potential,Maize,40
1,0,52,3,24,3,5,1,2024-11-10,Requires attention,Vegetables,80
4,4,1,1,214,60,5,3,2024-12-06,High potential,Vegetables,80
1,0,1,1,75,61,1,3,2024-10-27,Moderate potential,Maize,40
3,4,21,0,78,142,0,2,2024-02-16,Requires attention,Jute,100
5,2,17,0,82,84,4,3,2024-05-09,Low potential,Tea,400
0,4,29,1,18,65,5,1,2024-06-09,High potential,Vegetables,80
7,1,36,1,127,119,5,0,2024-02-18,Low potential,Vegetables,80
4,0,11,1,230,134,2,3,2024-03-07,High potential,Rice,60
4,1,16,1,69,49,5,1,2024-06-18,Low potential,Vegetables,80
6,4,53,1,252,22,0,2,2024-11-14,High potential,Jute,100
7,2,1,1,281,20,0,3,2024-09-15,Low potential,Jute,100
2,3,47,2,335,19,4,0,2024-01-16,High potential,Tea,400
6,4,12,3,6,60,1,3,2024-11-24,Requires attention,Maize,40
0,0,48,0,296,48,6,3,2024-07-03,Moderate potential,Wheat,70
1,2,18,0,15,14,2,0,2024-07-03,Requires attention,Rice,60
1,0,39,2,268,136,4,0,2024-05-27,Low potential,Tea,400
7,0,2,2,6,139,6,0,2024-06-18,Low potential,Wheat,70
4,4,54,0,234,106,0,1,2024-06-15,High potential,Jute,100
2,1,28,3,350,130,3,0,2024-10-12,Moderate potential,Spices,70
2,2,1,2,36,3,0,2,2024-08-12,High potential,Jute,100
5,2,23,1,55,26,3,3,2024-04-18,High potential,Spices,70
4,0,40,0,36,129,3,0,2024-10-08,Low potential,Spices,70
7,4,56,1,148,70,4,0,2024-03-06,High potential,Tea,400
6,1,3,3,71,150,0,1,2024-02-02,High potential,Jute,100
1,1,57,0,146,113,5,0,2024-12-01,High potential,Vegetables,80
5,1,21,3,68,97,3,1,2024-06-15,Requires attention,Spices,70
0,1,25,2,170,20,2,1,2024-11-19,Low potential,Rice,60
0,0,42,0,260,115,4,2,2024-09-16,Moderate potential,Tea,400
7,1,11,3,24,49,6,3,2024-03-21,Moderate potential,Wheat,70
7,3,60,0,54,144,5,1,2024-07-18,Requires attention,Vegetables,80
7,2,6,3,214,43,2,2,2024-09-18,Moderate potential,Rice,60
6,2,6,3,258,52,4,2,2024-06-02,Low potential,Tea,400
2,2,36,0,208,98,5,3,2024-06-16,Requires attention,Vegetables,80
1,4,54,1,126,66,6,2,2024-06-12,High potential,Wheat,70
5,2,22,2,279,127,0,2,2024-10-16,Moderate potential,Jute,100
3,0,9,3,136,149,6,1,2024-02-23,Low potential,Wheat,70
5,1,17,3,251,56,3,2,2024-03-16,Moderate potential,Spices,70
6,1,9,1,293,125,3,0,2024-04-13,Requires attention,Spices,70
0,2,40,0,191,42,4,1,2024-12-04,High potential,Tea,400
5,1,48,2,122,83,4,2,2024-08-10,Moderate potential,Tea,400
4,1,54,0,53,149,5,0,2024-05-03,Low potential,Vegetables,80
7,1,26,0,222,84,6,0,2024-06-28,High potential,Wheat,70
7,3,54,0,240,112,3,2,2024-05-19,Low potential,Spices,70
6,4,27,2,22,5,6,1,2024-08-05,High potential,Wheat,70
6,1,12,2,262,39,6,1,2024-10-22,Moderate potential,Wheat,70
7,4,59,1,22,29,1,1,2024-01-05,Requires attention,Maize,40
3,2,51,2,220,88,5,2,2024-03-30,High potential,Vegetables,80
5,2,10,3,330,107,5,2,2024-03-23,Requires attention,Vegetables,80
1,4,47,0,62,16,6,2,2024-06-21,High potential,Wheat,70
0,3,19,1,5,99,3,1,2024-05-12,Requires attention,Spices,70
3,1,4,1,285,113,3,3,2024-06-03,Moderate potential,Spices,70
0,0,9,1,184,4,6,0,2024-11-10,Moderate potential,Wheat,70
5,4,29,1,7,85,4,1,2024-11-07,Requires attention,Tea,400
4,1,44,3,337,49,6,2,2024-01-02,Moderate potential,Wheat,70
0,3,1,1,48,133,4,0,2024-02-28,High potential,Tea,400
5,3,11,3,339,139,3,3,2024-07-08,Moderate potential,Spices,70
3,0,11,3,269,37,1,0,2024-02-22,Requires attention,Maize,40
5,2,21,0,113,133,3,0,2024-06-19,Moderate potential,Spices,70
0,3,16,0,5,27,4,2,2024-02-02,High potential,Tea,400
7,4,44,2,214,17,6,2,2024-11-09,High potential,Wheat,70
6,4,23,2,91,16,3,0,2024-10-04,Requires attention,Spices,70
2,1,58,3,116,21,5,2,2024-09-14,High potential,Vegetables,80
0,3,30,1,52,102,6,3,2024-02-17,High potential,Wheat,70
5,0,18,0,282,106,4,2,2024-06-19,High potential,Tea,400
7,3,22,2,179,77,2,0,2024-06-22,Low potential,Rice,60
6,4,5,0,165,40,4,1,2024-06-26,High potential,Tea,400
6,0,39,3,143,3,5,2,2024-09-30,High potential,Vegetables,80
1,4,44,0,348,103,6,1,2024-01-18,Moderate potential,Wheat,70
5,1,38,3,118,24,4,1,2024-07-10,Moderate potential,Tea,400
3,1,31,1,282,64,0,0,2024-11-08,Requires attention,Jute,100
5,2,25,2,171,25,2,3,2024-10-22,Moderate potential,Rice,60
7,4,46,1,30,44,6,1,2024-06-17,Requires attention,Wheat,70
6,4,7,3,151,9,5,1,2024-08-04,Requires attention,Vegetables,80
7,0,30,0,110,42,4,3,2024-01-31,Moderate potential,Tea,400
6,0,39,2,318,72,4,2,2024-07-11,Low potential,Tea,400
5,2,34,1,164,99,3,0,2024-04-17,High potential,Spices,70
4,2,10,0,7,145,0,2,2024-06-09,Moderate potential,Jute,100
1,4,44,0,135,42,3,2,2024-03-28,Low potential,Spices,70
2,1,19,3,347,17,5,2,2024-01-25,Requires attention,Vegetables,80
5,2,49,3,336,97,3,1,2024-04-13,High potential,Spices,70
5,1,12,1,207,98,4,2,2024-04-27,Low potential,Tea,400
6,0,60,1,324,111,4,2,2024-02-08,Requires attention,Tea,400
5,3,37,3,251,8,4,2,2024-10-06,High potential,Tea,400
1,4,52,1,179,75,0,1,2024-07-31,Requires attention,Jute,100
4,3,37,1,147,78,2,1,2024-01-02,High potential,Rice,60
1,0,5,0,213,51,3,2,2024-01-12,High potential,Spices,70
1,0,18,3,199,116,2,0,2024-05-30,Requires attention,Rice,60
5,1,13,0,137,24,1,0,2024-03-01,Requires attention,Maize,40
3,4,43,3,158,94,5,3,2024-04-20,Low potential,Vegetables,80
0,0,46,3,199,37,4,2,2024-05-27,High potential,Tea,400
1,0,0,0,91,50,2,0,2024-03-04,High potential,Rice,60
0,2,28,0,160,33,4,0,2024-05-27,High potential,Tea,400
0,4,4,1,90,33,0,2,2024-01-25,Moderate potential,Jute,100
7,0,47,1,237,93,1,3,2024-06-11,High potential,Maize,40
5,1,14,3,233,1,5,1,2024-12-03,Moderate potential,Vegetables,80
3,4,51,3,198,111,4,2,2024-03-31,High potential,Tea,400
1,4,31,0,23,46,5,2,2024-04-17,Moderate potential,Vegetables,80
4,0,54,2,125,31,5,1,2024-10-17,Low potential,Vegetables,80
7,0,15,2,68,44,4,1,2024-05-16,High potential,Tea,400
0,0,55,2,218,124,1,1,2024-05-02,Moderate potential,Maize,40
0,2,41,0,148,140,1,0,2024-06-29,High potential,Maize,40
7,4,35,3,182,143,6,3,2024-04-27,High potential,Wheat,70
0,0,16,3,168,20,6,1,2024-08-02,Requires attention,Wheat,70
4,2,57,0,350,26,6,3,2024-08-04,High potential,Wheat,70
3,4,48,3,84,11,1,3,2024-10-09,Moderate potential,Maize,40
6,3,30,1,253,57,6,1,2024-01-10,Low potential,Wheat,70
3,1,41,1,33,10,6,0,2024-10-22,Moderate potential,Wheat,70
1,4,36,2,198,97,3,2,2024-01-23,Requires attention,Spices,70
6,1,50,1,335,121,5,2,2024-03-13,Requires attention,Vegetables,80
6,0,15,0,102,2,0,3,2024-11-11,Requires attention,Jute,100
5,4,45,0,163,118,0,3,2024-09-08,High potential,Jute,100
1,0,36,3,49,53,5,1,2024-10-11,Moderate potential,Vegetables,80
5,1,17,2,51,150,4,0,2024-09-03,Low potential,Tea,400
3,4,5,2,216,20,4,1,2024-05-24,Low potential,Tea,400
2,2,15,1,172,133,0,0,2024-08-17,Moderate potential,Jute,100
5,4,44,1,3,90,5,3,2024-02-12,Requires attention,Vegetables,80
5,2,32,3,113,138,4,1,2024-08-27,Moderate potential,Tea,400
3,0,36,1,76,110,3,0,2024-03-27,High potential,Spices,70
5,2,10,2,80,98,3,2,2024-02-18,Moderate potential,Spices,70
1,1,27,3,152,66,4,3,2024-09-25,Moderate potential,Tea,400
7,3,35,0,321,128,0,2,2024-06-08,Requires attention,Jute,100
6,2,58,1,130,145,4,0,2024-11-03,Requires attention,Tea,400
0,0,3,1,248,101,1,0,2024-09-21,Low potential,Maize,40
7,4,7,3,332,146,4,1,2024-12-25,High potential,Tea,400
4,4,54,2,84,16,4,0,2024-07-31,Moderate potential,Tea,400
0,0,11,1,174,138,1,2,2024-10-23,Moderate potential,Maize,40
7,0,30,0,348,124,5,1,2024-08-20,Requires attention,Vegetables,80
5,2,40,0,41,35,1,0,2024-10-01,High potential,Maize,40
7,4,21,1,190,135,1,0,2024-06-13,Moderate potential,Maize,40
6,4,52,0,327,20,4,3,2024-11-17,Low potential,Tea,400
1,3,51,3,336,29,1,2,2024-10-20,Low potential,Maize,40
1,3,42,1,195,34,1,2,2024-02-04,Requires attention,Maize,40
6,4,20,2,90,17,1,1,2024-06-09,Requires attention,Maize,40
0,4,19,2,125,14,6,1,2024-08-26,Moderate potential,Wheat,70
6,0,42,3,151,67,4,2,2024-03-15,Requires attention,Tea,400
0,4,48,1,58,6,4,2,2024-05-02,Moderate potential,Tea,400
4,0,13,2,49,100,0,3,2024-02-24,Moderate potential,Jute,100
5,3,6,2,13,134,3,0,2024-05-26,High potential,Spices,70
4,3,41,2,51,19,0,1,2024-06-12,Low potential,Jute,100
6,4,0,1,37,80,4,1,2024-06-30,Moderate potential,Tea,400
1,0,17,0,286,23,5,0,2024-02-21,High potential,Vegetables,80
5,2,6,0,21,108,4,0,2024-04-23,Moderate potential,Tea,400
5,4,4,1,263,32,1,2,2024-03-30,High potential,Maize,40
3,4,17,3,223,39,0,0,2024-09-03,Moderate potential,Jute,100
6,1,20,2,49,101,6,3,2024-06-09,Low potential,Wheat,70
3,1,19,1,197,112,2,0,2024-08-30,Moderate potential,Rice,60
0,1,53,2,246,91,2,0,2024-08-03,Moderate potential,Rice,60
0,3,31,2,171,129,2,2,2024-07-02,Moderate potential,Rice,60
5,4,31,3,133,93,5,2,2024-10-04,Requires attention,Vegetables,80
2,4,56,2,123,36,2,0,2024-05-09,Requires attention,Rice,60
1,2,32,0,288,90,3,1,2024-09-07,Requires attention,Spices,70
2,1,16,3,127,86,3,0,2024-01-14,Requires attention,Spices,70
1,2,33,3,243,28,2,2,2024-12-18,Low potential,Rice,60
7,1,58,1,253,146,0,1,2024-12-21,Low potential,Jute,100
1,2,45,1,101,87,5,1,2024-11-16,Requires attention,Vegetables,80
0,1,15,1,281,31,5,3,2024-12-31,Low potential,Vegetables,80
3,2,21,0,274,25,3,1,2024-02-04,Low potential,Spices,70
4,4,53,2,185,35,5,1,2024-01-29,Low potential,Vegetables,80
3,1,36,2,303,143,4,0,2024-05-03,Low potential,Tea,400
5,0,47,3,16,135,5,2,2024-03-16,Requires attention,Vegetables,80
6,3,23,0,94,103,1,1,2024-11-02,Low potential,Maize,40
0,0,57,0,192,109,2,3,2024-03-12,High potential,Rice,60
3,4,37,3,49,146,0,2,2024-03-13,Requires attention,Jute,100
4,0,27,0,311,7,0,2,2024-10-14,Moderate potential,Jute,100
3,2,5,1,24,8,0,2,2024-10-31,High potential,Jute,100
1,4,45,2,245,57,4,2,2024-07-20,Low potential,Tea,400
7,0,57,2,154,100,5,2,2024-03-05,Moderate potential,Vegetables,80
3,2,34,0,6,9,1,1,2024-09-11,Low potential,Maize,40
0,1,59,1,278,38,3,3,2024-06-20,Low potential,Spices,70
5,4,56,3,296,10,5,3,2024-06-16,Moderate potential,Vegetables,80
5,1,53,3,225,25,5,0,2024-03-28,Requires attention,Vegetables,80
0,4,8,1,118,57,4,0,2024-11-09,Low potential,Tea,400
4,3,54,0,142,133,3,1,2024-01-12,Moderate potential,Spices,70
6,2,44,1,62,89,3,0,2024-02-04,Low potential,Spices,70
5,4,3,1,121,118,6,0,2024-04-09,Moderate potential,Wheat,70
6,0,19,1,102,48,2,1,2024-09-11,Moderate potential,Rice,60
7,4,16,3,72,146,3,1,2024-09-12,Requires attention,Spices,70
5,0,27,1,135,24,1,1,2024-03-30,Low potential,Maize,40
7,1,9,0,3,7,2,1,2024-10-05,Low potential,Rice,60
1,0,2,2,150,52,3,3,2024-04-01,Low potential,Spices,70
2,2,4,1,194,79,1,0,2024-05-18,Moderate potential,Maize,40
5,4,33,3,84,119,1,1,2024-10-05,Moderate potential,Maize,40
5,0,49,1,225,70,3,1,2024-11-16,High potential,Spices,70
0,4,33,2,66,11,3,3,2024-06-20,Requires attention,Spices,70
7,0,31,1,0,89,5,2,2024-10-27,High potential,Vegetables,80
7,2,22,1,274,32,6,1,2024-07-04,Low potential,Wheat,70
6,4,56,0,135,128,5,2,2024-06-27,Moderate potential,Vegetables,80
5,0,39,1,95,87,1,2,2024-12-05,Moderate potential,Maize,40
1,1,43,0,110,101,4,3,2024-02-03,Low potential,Tea,400
4,2,27,2,220,80,3,3,2024-04-08,Low potential,Spices,70
3,1,10,3,270,110,2,2,2024-07-14,Low potential,Rice,60
5,0,34,2,234,142,2,2,2024-08-13,High potential,Rice,60
4,2,25,3,56,73,3,3,2024-06-30,Moderate potential,Spices,70
5,4,4,3,165,24,0,2,2024-12-13,High potential,Jute,100
7,3,47,2,299,63,1,1,2024-10-10,Low potential,Maize,40
3,1,29,1,172,23,1,3,2024-11-19,High potential,Maize,40
3,0,24,3,69,61,3,3,2024-10-13,Moderate potential,Spices,70
3,1,24,1,211,18,6,0,2024-01-27,Moderate potential,Wheat,70
2,2,10,1,251,85,6,2,2024-06-29,High potential,Wheat,70
2,1,46,3,215,50,2,0,2024-05-14,High potential,Rice,60
2,4,33,0,30,13,2,0,2024-03-23,High potential,Rice,60
6,4,38,3,158,46,4,0,2024-07-12,Moderate potential,Tea,400
1,2,6,2,290,143,6,2,2024-09-15,Low potential,Wheat,70
3,3,43,3,295,63,6,3,2024-12-15,Low potential,Wheat,70
3,3,56,3,52,118,3,1,2024-07-26,Moderate potential,Spices,70
5,4,59,0,126,66,1,1,2024-05-07,Moderate potential,Maize,40
2,3,43,3,279,14,2,0,2024-01-07,High potential,Rice,60
3,2,36,1,304,141,0,3,2024-10-16,Low potential,Jute,100
6,1,9,3,187,93,1,3,2024-12-13,Moderate potential,Maize,40
2,0,45,3,162,111,1,1,2024-12-06,Low potential,Maize,40
2,0,43,2,29,3,2,3,2024-03-30,Moderate potential,Rice,60
5,3,42,2,186,10,4,0,2024-09-16,Moderate potential,Tea,400
0,2,27,2,181,67,1,3,2024-01-01,Requires attention,Maize,40
6,0,12,0,77,111,4,3,2024-08-15,Requires attention,Tea,400
5,3,28,2,208,43,0,2,2024-04-28,High potential,Jute,100
1,0,28,2,35,125,3,1,2024-11-11,Low potential,Spices,70
6,1,0,3,5,59,2,1,2024-06-02,Low potential,Rice,60
0,2,46,2,50,124,4,0,2024-01-28,High potential,Tea,400
3,0,54,1,70,140,0,0,2024-04-27,High potential,Jute,100
4,3,31,2,314,15,4,0,2024-06-09,High potential,Tea,400
3,3,56,1,335,125,4,2,2024-01-03,High potential,Tea,400
4,1,29,3,60,58,4,3,2024-10-01,Moderate potential,Tea,400
6,0,15,2,213,107,1,0,2024-02-13,Requires attention,Maize,40
3,4,22,1,300,17,2,2,2024-12-31,Requires attention,Rice,60
6,4,43,3,139,21,4,1,2024-06-14,Moderate potential,Tea,400
7,4,6,3,289,47,6,0,2024-08-09,Low potential,Wheat,70
2,4,9,0,102,25,2,0,2024-12-25,Low potential,Rice,60
7,1,56,2,310,24,6,3,2024-06-18,High potential,Wheat,70
4,3,33,1,21,75,6,2,2024-12-21,Moderate potential,Wheat,70
5,1,56,3,178,150,3,1,2024-01-04,Requires attention,Spices,70
0,1,25,2,212,75,4,3,2024-01-05,High potential,Tea,400
4,1,33,3,165,65,6,1,2024-10-05,High potential,Wheat,70
2,1,4,0,296,48,0,0,2024-11-11,High potential,Jute,100
2,2,24,0,338,56,2,0,2024-12-02,Requires attention,Rice,60
3,4,54,3,177,82,1,2,2024-07-04,Moderate potential,Maize,40
5,3,29,2,187,80,2,3,2024-11-24,Requires attention,Rice,60
2,3,19,0,299,126,5,3,2024-08-05,Moderate potential,Vegetables,80
2,4,39,0,114,109,6,0,2024-09-10,Low potential,Wheat,70
2,2,19,2,345,120,5,2,2024-01-13,Low potential,Vegetables,80
5,2,15,1,86,44,5,2,2024-10-25,Low potential,Vegetables,80
0,3,57,2,156,118,2,1,2024-04-08,High potential,Rice,60
7,1,20,1,310,98,1,1,2024-11-25,Low potential,Maize,40
6,2,50,0,36,20,0,1,2024-08-18,Requires attention,Jute,100
2,2,39,3,22,86,6,1,2024-09-21,Moderate potential,Wheat,70
6,0,8,3,52,67,0,1,2024-02-15,Low potential,Jute,100
7,3,37,0,273,129,2,2,2024-11-04,High potential,Rice,60
6,0,13,1,186,107,3,2,2024-01-05,Requires attention,Spices,70
7,1,11,1,139,137,2,1,2024-05-24,Low potential,Rice,60
4,3,39,1,134,70,1,2,2024-07-15,Requires attention,Maize,40
7,4,28,3,198,75,3,2,2024-09-05,Moderate potential,Spices,70
4,3,26,0,272,31,1,3,2024-01-07,Requires attention,Maize,40
1,3,40,1,296,109,5,2,2024-11-19,Moderate potential,Vegetables,80
1,0,17,0,203,123,3,0,2024-07-29,Requires attention,Spices,70
5,3,42,2,43,50,4,3,2024-03-21,High potential,Tea,400
0,1,47,0,195,86,0,1,2024-03-28,Requires attention,Jute,100
4,0,17,1,48,30,1,1,2024-04-26,Moderate potential,Maize,40
5,1,32,0,300,65,0,2,2024-02-04,Low potential,Jute,100
0,2,13,0,257,19,6,3,2024-03-28,Requires attention,Wheat,70
7,1,60,0,160,34,0,1,2024-11-17,Moderate potential,Jute,100
4,1,24,1,8,110,1,0,2024-04-07,High potential,Maize,40
6,1,1,0,70,9,5,1,2024-05-11,High potential,Vegetables,80
3,0,24,2,61,16,3,2,2024-08-19,High potential,Spices,70
2,1,18,2,125,73,4,3,2024-10-18,High potential,Tea,400
5,4,7,0,10,35,5,3,2024-05-18,High potential,Vegetables,80
0,0,38,0,124,110,4,1,2024-02-07,Requires attention,Tea,400
6,3,46,1,299,48,4,2,2024-08-16,Requires attention,Tea,400
5,3,39,2,275,29,5,3,2024-08-07,Requires attention,Vegetables,80
1,2,58,0,66,59,3,3,2024-02-23,High potential,Spices,70
7,4,46,0,67,46,3,0,2024-06-07,Low potential,Spices,70
7,3,48,3,11,73,6,0,2024-08-04,High potential,Wheat,70
5,3,0,2,154,50,6,2,2024-01-29,Low potential,Wheat,70
7,2,0,0,231,145,0,0,2024-09-30,Requires attention,Jute,100
1,4,17,2,111,83,6,3,2024-12-30,Requires attention,Wheat,70
2,0,39,2,180,28,3,1,2024-10-03,High potential,Spices,70
7,2,32,1,159,9,2,0,2024-04-03,Requires attention,Rice,60
0,2,7,2,158,86,5,2,2024-04-21,Low potential,Vegetables,80
6,1,2,1,1,148,1,1,2024-12-09,Requires attention,Maize,40
7,3,23,0,244,71,3,3,2024-11-04,High potential,Spices,70
1,0,46,2,201,16,4,1,2024-01-18,High potential,Tea,400
6,2,13,0,295,31,2,2,2024-02-27,High potential,Rice,60
4,3,21,1,102,59,5,1,2024-09-11,Moderate potential,Vegetables,80
6,1,38,1,339,118,3,1,2024-11-18,High potential,Spices,70
6,3,10,3,305,51,1,3,2024-07-10,Low potential,Maize,40
0,0,3,1,258,126,6,3,2024-09-28,Moderate potential,Wheat,70
5,3,54,2,253,84,1,0,2024-02-25,Moderate potential,Maize,40
3,0,51,1,4,84,6,2,2024-10-13,Moderate potential,Wheat,70
2,0,8,0,290,121,3,0,2024-02-09,Moderate potential,Spices,70
1,0,23,0,126,140,1,3,2024-02-14,High potential,Maize,40
1,4,12,2,255,62,2,0,2024-08-18,Low potential,Rice,60
0,0,27,1,322,119,4,2,2024-07-04,Low potential,Tea,400
6,1,19,2,119,58,6,2,2024-06-23,Low potential,Wheat,70
3,1,48,2,258,73,1,1,2024-04-03,Requires attention,Maize,40
7,2,11,0,55,98,4,0,2024-10-04,Moderate potential,Tea,400
7,1,56,3,110,116,5,0,2024-10-21,Requires attention,Vegetables,80
4,2,59,3,6,17,3,2,2024-01-01,Low potential,Spices,70
2,0,53,2,235,147,1,3,2024-06-05,High potential,Maize,40
1,1,51,0,229,89,2,0,2024-10-19,Low potential,Rice,60
5,3,28,0,315,27,1,1,2024-07-13,Moderate potential,Maize,40
6,0,16,0,240,142,2,0,2024-08-31,Low potential,Rice,60
5,4,17,2,236,0,3,0,2024-01-07,Moderate potential,Spices,70
4,0,54,0,233,108,3,1,2024-12-21,Requires attention,Spices,70
4,0,27,2,16,118,0,3,2024-10-11,Requires attention,Jute,100
7,3,14,1,268,18,3,1,2024-08-08,High potential,Spices,70
4,0,27,2,43,6,0,0,2024-12-16,Moderate potential,Jute,100
3,2,18,1,261,117,2,3,2024-07-23,Low potential,Rice,60
0,1,35,3,182,50,6,3,2024-12-08,High potential,Wheat,70
4,2,37,1,229,109,2,3,2024-12-19,Low potential,Rice,60
5,4,8,1,232,115,6,0,2024-06-09,High potential,Wheat,70
3,0,55,3,132,27,2,0,2024-12-23,High potential,Rice,60
3,0,48,0,74,107,2,0,2024-08-03,High potential,Rice,60
2,1,49,3,303,137,1,1,2024-11-02,Requires attention,Maize,40
3,3,27,1,40,21,4,0,2024-10-19,High potential,Tea,400
7,1,30,2,154,142,1,0,2024-05-22,Requires attention,Maize,40
0,0,51,0,281,107,5,0,2024-03-30,Low potential,Vegetables,80
7,2,52,3,165,30,6,2,2024-12-13,High potential,Wheat,70
0,1,37,0,246,131,5,2,2024-10-22,Low potential,Vegetables,80
4,1,8,1,246,41,2,3,2024-01-02,High potential,Rice,60
4,3,0,3,269,27,3,2,2024-02-06,Requires attention,Spices,70
3,4,11,3,185,50,0,2,2024-09-18,Low potential,Jute,100
1,0,4,3,51,101,5,3,2024-07-02,Moderate potential,Vegetables,80
0,4,32,0,145,48,6,1,2024-12-13,Requires attention,Wheat,70
6,1,6,1,333,101,1,2,2024-11-10,High potential,Maize,40
2,2,18,0,79,28,1,1,2024-07-11,Requires attention,Maize,40
4,3,17,3,133,56,1,2,2024-07-11,Low potential,Maize,40
7,0,47,3,235,17,1,3,2024-01-16,Requires attention,Maize,40
6,4,9,0,111,2,4,0,2024-09-18,High potential,Tea,400
6,0,24,3,133,23,2,0,2024-05-16,Moderate potential,Rice,60
3,3,52,2,36,12,2,3,2024-04-22,Requires attention,Rice,60
4,3,53,3,93,111,5,1,2024-10-25,Low potential,Vegetables,80
5,2,31,3,197,15,4,1,2024-06-09,High potential,Tea,400
5,2,60,0,185,146,0,2,2024-12-31,Low potential,Jute,100
6,0,29,1,116,32,2,0,2024-02-07,High potential,Rice,60
0,3,32,3,250,138,1,2,2024-01-12,Low potential,Maize,40
1,1,14,3,332,50,6,0,2024-08-03,Moderate potential,Wheat,70
3,2,23,0,247,95,4,3,2024-11-28,Low potential,Tea,400
6,4,34,3,319,92,3,2,2024-02-09,Moderate potential,Spices,70
4,1,51,2,162,19,4,1,2024-06-30,Low potential,Tea,400
4,2,44,1,263,23,4,3,2024-07-02,Requires attention,Tea,400
6,2,37,0,335,128,5,2,2024-08-31,High potential,Vegetables,80
5,0,55,0,239,54,0,3,2024-05-04,Moderate potential,Jute,100
0,2,0,1,176,101,0,3,2024-11-08,Low potential,Jute,100
4,3,56,0,314,101,0,2,2024-11-15,High potential,Jute,100
7,1,11,3,335,17,3,1,2024-09-08,Moderate potential,Spices,70
4,0,17,2,73,124,0,3,2024-03-24,Requires attention,Jute,100
1,2,23,2,301,140,4,2,2024-10-04,High potential,Tea,400
4,3,50,2,52,10,3,3,2024-10-09,Moderate potential,Spices,70
5,3,13,3,136,25,6,0,2024-09-24,Moderate potential,Wheat,70
2,4,21,3,303,20,0,1,2024-07-03,Low potential,Jute,100
1,0,51,3,172,132,1,2,2024-03-13,Low potential,Maize,40
5,3,16,3,338,46,4,1,2024-04-02,Moderate potential,Tea,400
6,4,20,2,85,85,5,2,2024-08-10,Moderate potential,Vegetables,80
4,1,1,1,97,124,4,1,2024-01-09,High potential,Tea,400
3,4,59,0,12,145,4,2,2024-09-03,High potential,Tea,400
0,2,17,3,98,90,2,0,2024-05-11,High potential,Rice,60
7,0,17,2,290,54,2,3,2024-03-11,High potential,Rice,60
1,0,15,1,16,94,0,2,2024-01-10,Requires attention,Jute,100
4,2,38,3,167,58,6,3,2024-09-08,Requires attention,Wheat,70
6,2,35,3,126,34,1,1,2024-08-10,Low potential,Maize,40
6,0,30,3,116,55,1,2,2024-11-27,Requires attention,Maize,40
3,1,59,0,48,46,3,1,2024-07-07,Low potential,Spices,70
4,1,27,1,248,41,2,1,2024-11-08,High potential,Rice,60
3,3,36,1,206,138,6,1,2024-07-25,High potential,Wheat,70
7,4,44,2,122,21,0,3,2024-08-03,Moderate potential,Jute,100
3,3,60,0,345,19,3,2,2024-08-05,High potential,Spices,70
1,3,48,1,24,108,1,0,2024-03-03,Low potential,Maize,40
0,0,39,1,21,10,3,2,2024-11-21,Requires attention,Spices,70
3,0,12,1,160,145,1,0,2024-12-07,Low potential,Maize,40
0,4,5,0,337,4,1,2,2024-08-30,High potential,Maize,40
5,3,46,2,152,53,5,2,2024-08-17,High potential,Vegetables,80
7,3,32,0,275,38,4,0,2024-05-02,Moderate potential,Tea,400
1,3,25,1,154,25,3,1,2024-10-26,Low potential,Spices,70
4,3,56,3,337,114,3,0,2024-01-31,Requires attention,Spices,70
4,4,46,1,98,40,0,3,2024-03-06,High potential,Jute,100
2,2,32,0,48,142,0,0,2024-11-27,Moderate potential,Jute,100
3,1,9,0,252,112,1,3,2024-11-23,Low potential,Maize,40
6,1,30,0,257,128,6,1,2024-04-25,Moderate potential,Wheat,70
6,1,42,3,91,64,5,2,2024-07-29,High potential,Vegetables,80
6,4,43,3,137,51,5,1,2024-08-01,Moderate potential,Vegetables,80
3,1,7,0,104,61,6,2,2024-04-21,Requires attention,Wheat,70
1,0,20,2,197,105,5,0,2024-01-14,Moderate potential,Vegetables,80
5,1,45,2,324,108,6,3,2024-01-22,Requires attention,Wheat,70
1,1,21,1,57,89,6,1,2024-01-31,Requires attention,Wheat,70
2,0,21,3,337,1,2,2,2024-08-18,Moderate potential,Rice,60
7,3,40,2,279,4,5,1,2024-08-09,Low potential,Vegetables,80
4,0,51,1,144,88,3,0,2024-01-05,Moderate potential,Spices,70
3,4,34,1,100,89,3,3,2024-05-14,Requires attention,Spices,70
5,3,34,1,62,146,2,0,2024-11-20,Low potential,Rice,60
2,2,3,1,78,125,5,2,2024-06-23,Requires attention,Vegetables,80
2,2,27,0,27,29,4,0,2024-02-28,Moderate potential,Tea,400
4,0,10,2,319,49,2,0,2024-03-16,Requires attention,Rice,60
2,3,11,1,334,63,5,0,2024-03-22,Requires attention,Vegetables,80
2,1,5,0,308,104,3,3,2024-12-31,High potential,Spices,70
1,0,42,3,13,40,6,2,2024-10-11,High potential,Wheat,70
1,1,46,1,304,114,0,0,2024-06-16,Low potential,Jute,100
6,0,11,2,118,72,3,3,2024-03-04,Requires attention,Spices,70
1,3,4,2,30,12,4,0,2024-07-26,Low potential,Tea,400
7,1,52,3,231,58,3,0,2024-06-27,High potential,Spices,70
